transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,source_system,source_txn_id,minute_bucket,match_signature,dupe_group_id,is_duplicate,unified_txn_id,customer_id_str,customer_id
TXN_DUP001207,2024-04-07,C02996,93.43,Yes,M0378,Atlanta,IL,34112,4111,,ATM,A-TXN_DUP001207,2024-04-07 00:00:00,C02996|M0378|93.43|2024-04-07 00:00:00,581.0,0,TXN_DUP001207,2339,2339
TXN_DUP001208,2024-12-15,C09662,118.25,No,M0145,Houston,TX,96534,5814,,ATM,A-TXN_DUP001208,2024-12-15 00:00:00,C09662|M0145|118.25|2024-12-15 00:00:00,1826.0,1,TXN015349,2373,2373
TXN_DUP001209,2024-02-22,C02314,19.45,Yes,M0298,Phoenix,AZ,87792,5814,,VISA,V-TXN_DUP001209,2024-02-22 00:00:00,C02314|M0298|19.45|2024-02-22 00:00:00,448.0,1,TXN011015,1964,1964
TXN_DUP001210,2024-03-17,C02417,34.8,Yes,M0499,Phoenix,IL,12830,5411,,CORE,C-TXN_DUP001210,2024-03-17 00:00:00,C02417|M0499|34.8|2024-03-17 00:00:00,471.0,1,TXN009077,2844,2844
TXN_DUP001211,2024-12-13,C05586,66.66,Yes,M0119,Atlanta,NY,24964,5814,,CORE,C-TXN_DUP001211,2024-12-13 00:00:00,C05586|M0119|66.66|2024-12-13 00:00:00,1037.0,1,TXN007317,1545,1545
TXN_DUP001212,2024-01-07,C09984,16.07,Yes,M0239,Houston,NY,26828,5411,,CORE,C-TXN_DUP001212,2024-01-07 00:00:00,C09984|M0239|16.07|2024-01-07 00:00:00,1881.0,1,TXN010787,1537,1537
TXN_DUP001213,2024-12-07,C09888,106.57,Yes,M0304,New York,IL,64746,5411,,CORE,C-TXN_DUP001213,2024-12-07 00:00:00,C09888|M0304|106.57|2024-12-07 00:00:00,1867.0,1,TXN004614,594,594
TXN_DUP001214,2024-05-03,C06086,10.7,Yes,M0065,Chicago,CA,27262,5814,,VISA,V-TXN_DUP001214,2024-05-03 00:00:00,C06086|M0065|10.7|2024-05-03 00:00:00,1141.0,1,TXN008260,1121,1121
TXN_DUP001215,2024-09-03,C01075,103.06,Yes,M0406,Los Angeles,CA,63113,4111,,ATM,A-TXN_DUP001215,2024-09-03 00:00:00,C01075|M0406|103.06|2024-09-03 00:00:00,224.0,1,TXN016926,2542,2542
TXN_DUP001216,2024-02-08,C00775,72.5,No,M0623,Houston,CA,10358,5814,,ATM,A-TXN_DUP001216,2024-02-08 00:00:00,C00775|M0623|72.5|2024-02-08 00:00:00,163.0,0,TXN_DUP001216,899,899
TXN_DUP001217,2024-08-18,C06223,25.13,No,M0590,New York,FL,42206,5411,,VISA,V-TXN_DUP001217,2024-08-18 00:00:00,C06223|M0590|25.13|2024-08-18 00:00:00,1172.0,1,TXN012102,2125,2125
TXN_DUP001218,2024-03-09,C00483,12.98,No,M0097,Atlanta,AZ,79460,5411,,CORE,C-TXN_DUP001218,2024-03-09 00:00:00,C00483|M0097|12.98|2024-03-09 00:00:00,99.0,1,TXN003826,676,676
TXN_DUP001219,2024-12-03,C01818,68.81,No,M0336,Houston,AZ,18369,6011,,VISA,V-TXN_DUP001219,2024-12-03 00:00:00,C01818|M0336|68.81|2024-12-03 00:00:00,365.0,1,TXN014766,108,108
TXN_DUP001220,2024-06-24,C04340,17.88,No,M0695,Atlanta,GA,76750,5814,,VISA,V-TXN_DUP001220,2024-06-24 00:00:00,C04340|M0695|17.88|2024-06-24 00:00:00,817.0,1,TXN013828,2702,2702
TXN_DUP001221,2024-06-14,C03356,29.07,Yes,M0399,Chicago,TX,82054,5999,,ATM,A-TXN_DUP001221,2024-06-14 00:00:00,C03356|M0399|29.07|2024-06-14 00:00:00,650.0,0,TXN_DUP001221,339,339
TXN_DUP001222,2024-07-20,C07943,105.76,Yes,M0557,New York,CA,50286,5411,,CORE,C-TXN_DUP001222,2024-07-20 00:00:00,C07943|M0557|105.76|2024-07-20 00:00:00,1495.0,1,TXN002332,2364,2364
TXN_DUP001223,2024-05-13,C01392,18.4,Yes,M0237,Dallas,FL,12274,4111,,ATM,A-TXN_DUP001223,2024-05-13 00:00:00,C01392|M0237|18.4|2024-05-13 00:00:00,281.0,0,TXN_DUP001223,1815,1815
TXN_DUP001224,2024-04-09,C04472,96.04,Yes,M0645,Houston,NY,41373,6011,,CORE,C-TXN_DUP001224,2024-04-09 00:00:00,C04472|M0645|96.04|2024-04-09 00:00:00,834.0,1,TXN001994,142,142
TXN_DUP001225,2024-03-23,C06835,144.43,No,M0427,Chicago,GA,59190,5411,,VISA,V-TXN_DUP001225,2024-03-23 00:00:00,C06835|M0427|144.43|2024-03-23 00:00:00,1295.0,1,TXN014730,259,259
TXN_DUP001226,2024-07-01,C10925,14.7,Yes,M0391,Atlanta,IL,58173,5999,,ATM,A-TXN_DUP001226,2024-07-01 00:00:00,C10925|M0391|14.7|2024-07-01 00:00:00,2041.0,1,TXN001551,29,29
TXN_DUP001227,2024-10-03,C09655,130.33,Yes,M0398,Dallas,IL,45597,5732,,ATM,A-TXN_DUP001227,2024-10-03 00:00:00,C09655|M0398|130.33|2024-10-03 00:00:00,1821.0,0,TXN_DUP001227,37,37
TXN_DUP001228,2024-07-16,C05871,80.13,No,M0411,Chicago,TX,98308,5999,,VISA,V-TXN_DUP001228,2024-07-16 00:00:00,C05871|M0411|80.13|2024-07-16 00:00:00,1100.0,1,TXN003905,2588,2588
TXN_DUP001229,2024-11-28,C05817,101.9,No,M0671,Dallas,TX,74284,5732,,VISA,V-TXN_DUP001229,2024-11-28 00:00:00,C05817|M0671|101.9|2024-11-28 00:00:00,1089.0,1,TXN019892,1253,1253
TXN_DUP001230,2024-08-14,C05755,79.11,Yes,M0583,Chicago,CA,91652,5814,,ATM,A-TXN_DUP001230,2024-08-14 00:00:00,C05755|M0583|79.11|2024-08-14 00:00:00,1069.0,0,TXN_DUP001230,1622,1622
TXN_DUP001231,2024-06-23,C07237,147.66,Yes,M0099,Dallas,AZ,84854,6011,,VISA,V-TXN_DUP001231,2024-06-23 00:00:00,C07237|M0099|147.66|2024-06-23 00:00:00,1361.0,0,TXN_DUP001231,1116,1116
TXN_DUP001232,2024-12-05,C01344,13.42,No,M0237,New York,GA,65878,4111,,VISA,V-TXN_DUP001232,2024-12-05 00:00:00,C01344|M0237|13.42|2024-12-05 00:00:00,265.0,0,TXN_DUP001232,27,27
TXN_DUP001233,2024-10-10,C06213,201.11,No,M0576,Phoenix,AZ,41393,5999,,VISA,V-TXN_DUP001233,2024-10-10 00:00:00,C06213|M0576|201.11|2024-10-10 00:00:00,1169.0,1,TXN002457,2088,2088
TXN_DUP001234,2024-03-03,C11295,97.63,No,M0021,New York,TX,30093,5814,,ATM,A-TXN_DUP001234,2024-03-03 00:00:00,C11295|M0021|97.63|2024-03-03 00:00:00,2130.0,0,TXN_DUP001234,2901,2901
TXN_DUP001235,2024-12-14,C10296,41.84,Yes,M0040,Los Angeles,NY,89484,6011,,CORE,C-TXN_DUP001235,2024-12-14 00:00:00,C10296|M0040|41.84|2024-12-14 00:00:00,1933.0,1,TXN002757,293,293
TXN_DUP001236,2024-04-22,C03182,119.49,Yes,M0119,Atlanta,NY,45494,4111,,CORE,C-TXN_DUP001236,2024-04-22 00:00:00,C03182|M0119|119.49|2024-04-22 00:00:00,615.0,1,TXN000567,1202,1202
TXN_DUP001237,2024-02-21,C05167,105.44,Yes,M0082,Chicago,NY,41103,5814,,VISA,V-TXN_DUP001237,2024-02-21 00:00:00,C05167|M0082|105.44|2024-02-21 00:00:00,968.0,1,TXN019432,1973,1973
TXN_DUP001238,2024-03-17,C00918,76.81,No,M0656,New York,GA,71904,5999,,VISA,V-TXN_DUP001238,2024-03-17 00:00:00,C00918|M0656|76.81|2024-03-17 00:00:00,191.0,0,TXN_DUP001238,615,615
TXN_DUP001239,2024-08-25,C08425,83.28,Yes,M0465,New York,IL,57871,5732,,VISA,V-TXN_DUP001239,2024-08-25 00:00:00,C08425|M0465|83.28|2024-08-25 00:00:00,1579.0,1,TXN007803,821,821
TXN_DUP001240,2024-01-09,C00180,12.44,No,M0183,Phoenix,NY,80689,5411,,CORE,C-TXN_DUP001240,2024-01-09 00:00:00,C00180|M0183|12.44|2024-01-09 00:00:00,34.0,1,TXN013589,2161,2161
TXN_DUP001241,2024-12-03,C01409,32.44,Yes,M0261,Atlanta,FL,44302,5999,,VISA,V-TXN_DUP001241,2024-12-03 00:00:00,C01409|M0261|32.44|2024-12-03 00:00:00,286.0,0,TXN_DUP001241,2327,2327
TXN_DUP001242,2024-12-21,C08293,176.02,Yes,M0210,Chicago,AZ,91990,5814,,VISA,V-TXN_DUP001242,2024-12-21 00:00:00,C08293|M0210|176.02|2024-12-21 00:00:00,1558.0,0,TXN_DUP001242,127,127
TXN_DUP001243,2024-03-11,C04567,39.12,No,M0670,Dallas,CA,57894,5814,,ATM,A-TXN_DUP001243,2024-03-11 00:00:00,C04567|M0670|39.12|2024-03-11 00:00:00,851.0,0,TXN_DUP001243,2954,2954
TXN_DUP001244,2024-03-22,C08956,85.95,Yes,M0676,Houston,GA,17649,6011,,CORE,C-TXN_DUP001244,2024-03-22 00:00:00,C08956|M0676|85.95|2024-03-22 00:00:00,1691.0,1,TXN011629,2828,2828
TXN_DUP001245,2024-04-05,C03498,24.95,No,M0034,Phoenix,TX,46667,4111,,CORE,C-TXN_DUP001245,2024-04-05 00:00:00,C03498|M0034|24.95|2024-04-05 00:00:00,677.0,1,TXN004474,2329,2329
TXN_DUP001246,2024-12-07,C10495,46.97,Yes,M0498,Chicago,TX,61572,6011,,ATM,A-TXN_DUP001246,2024-12-07 00:00:00,C10495|M0498|46.97|2024-12-07 00:00:00,1967.0,0,TXN_DUP001246,2117,2117
TXN_DUP001247,2024-12-01,C10740,152.03,Yes,M0471,Chicago,FL,44602,4111,,ATM,A-TXN_DUP001247,2024-12-01 00:00:00,C10740|M0471|152.03|2024-12-01 00:00:00,2007.0,0,TXN_DUP001247,389,389
TXN_DUP001248,2024-04-11,C01354,109.14,No,M0175,Houston,FL,77557,4111,,ATM,A-TXN_DUP001248,2024-04-11 00:00:00,C01354|M0175|109.14|2024-04-11 00:00:00,268.0,0,TXN_DUP001248,570,570
TXN_DUP001249,2024-06-13,C03971,69.06,Yes,M0594,Houston,FL,32159,4111,,VISA,V-TXN_DUP001249,2024-06-13 00:00:00,C03971|M0594|69.06|2024-06-13 00:00:00,757.0,1,TXN019885,2781,2781
TXN_DUP001250,2024-09-02,C00764,13.49,Yes,M0155,Atlanta,FL,17350,5411,,ATM,A-TXN_DUP001250,2024-09-02 00:00:00,C00764|M0155|13.49|2024-09-02 00:00:00,161.0,0,TXN_DUP001250,1528,1528
TXN_DUP001251,2024-01-14,C01882,17.57,Yes,M0187,Phoenix,NY,59433,5732,,VISA,V-TXN_DUP001251,2024-01-14 00:00:00,C01882|M0187|17.57|2024-01-14 00:00:00,376.0,1,TXN013078,2523,2523
TXN_DUP001252,2024-12-01,C09072,93.95,Yes,M0695,Los Angeles,AZ,16691,5411,,VISA,V-TXN_DUP001252,2024-12-01 00:00:00,C09072|M0695|93.95|2024-12-01 00:00:00,1711.0,1,TXN006949,360,360
TXN_DUP001253,2024-10-18,C04797,88.47,Yes,M0545,Houston,CA,59739,5814,,ATM,A-TXN_DUP001253,2024-10-18 00:00:00,C04797|M0545|88.47|2024-10-18 00:00:00,905.0,1,TXN019389,1874,1874
TXN_DUP001254,2024-05-11,C11127,18.9,Yes,M0226,Dallas,GA,40057,5411,,VISA,V-TXN_DUP001254,2024-05-11 00:00:00,C11127|M0226|18.9|2024-05-11 00:00:00,2089.0,1,TXN004298,1698,1698
TXN_DUP001255,2024-10-15,C09804,15.24,No,M0660,Houston,NY,74026,5411,,CORE,C-TXN_DUP001255,2024-10-15 00:00:00,C09804|M0660|15.24|2024-10-15 00:00:00,1852.0,1,TXN007809,1998,1998
TXN_DUP001256,2024-12-18,C09300,36.92,Yes,M0432,Houston,IL,15271,5411,,ATM,A-TXN_DUP001256,2024-12-18 00:00:00,C09300|M0432|36.92|2024-12-18 00:00:00,1751.0,0,TXN_DUP001256,2237,2237
TXN_DUP001257,2024-10-03,C00338,159.29,Yes,M0311,Los Angeles,NY,51274,6011,,ATM,A-TXN_DUP001257,2024-10-03 00:00:00,C00338|M0311|159.29|2024-10-03 00:00:00,62.0,1,TXN015392,2713,2713
TXN_DUP001258,2024-03-16,C07613,17.8,Yes,M0662,Houston,NY,60899,4111,,ATM,A-TXN_DUP001258,2024-03-16 00:00:00,C07613|M0662|17.8|2024-03-16 00:00:00,1428.0,0,TXN_DUP001258,1959,1959
TXN_DUP001259,2024-07-27,C02254,90.15,Yes,M0403,New York,AZ,62537,5411,,VISA,V-TXN_DUP001259,2024-07-27 00:00:00,C02254|M0403|90.15|2024-07-27 00:00:00,437.0,1,TXN016878,1639,1639
TXN_DUP001260,2024-07-17,C05008,16.05,Yes,M0261,Chicago,NY,55777,5411,,ATM,A-TXN_DUP001260,2024-07-17 00:00:00,C05008|M0261|16.05|2024-07-17 00:00:00,931.0,1,TXN007612,1013,1013
TXN_DUP001261,2024-05-20,C11744,162.52,Yes,M0016,Atlanta,IL,44746,5999,,VISA,V-TXN_DUP001261,2024-05-20 00:00:00,C11744|M0016|162.52|2024-05-20 00:00:00,2204.0,1,TXN002238,256,256
TXN_DUP001262,2024-12-17,C09623,37.61,No,M0365,Houston,FL,82309,5732,,CORE,C-TXN_DUP001262,2024-12-17 00:00:00,C09623|M0365|37.61|2024-12-17 00:00:00,1816.0,1,TXN009140,2010,2010
TXN_DUP001263,2024-11-13,C01066,123.58,No,M0567,Los Angeles,AZ,39504,5411,,VISA,V-TXN_DUP001263,2024-11-13 00:00:00,C01066|M0567|123.58|2024-11-13 00:00:00,222.0,1,TXN009062,2797,2797
TXN_DUP001264,2024-12-19,C06148,25.97,Yes,M0508,Atlanta,FL,21368,5814,,ATM,A-TXN_DUP001264,2024-12-19 00:00:00,C06148|M0508|25.97|2024-12-19 00:00:00,1153.0,1,TXN003459,1187,1187
TXN_DUP001265,2024-07-14,C07596,15.48,Yes,M0399,Phoenix,GA,16197,4111,,ATM,A-TXN_DUP001265,2024-07-14 00:00:00,C07596|M0399|15.48|2024-07-14 00:00:00,1423.0,0,TXN_DUP001265,365,365
TXN_DUP001266,2024-01-05,C08936,69.84,No,M0500,Dallas,IL,20244,5814,,CORE,C-TXN_DUP001266,2024-01-05 00:00:00,C08936|M0500|69.84|2024-01-05 00:00:00,1688.0,1,TXN010804,2399,2399
TXN_DUP001267,2024-03-24,C09993,43.0,No,M0435,Houston,AZ,58256,5814,,CORE,C-TXN_DUP001267,2024-03-24 00:00:00,C09993|M0435|43.0|2024-03-24 00:00:00,1884.0,1,TXN019017,1924,1924
TXN_DUP001268,2024-03-25,C11847,117.35,Yes,M0424,Atlanta,AZ,83134,6011,,CORE,C-TXN_DUP001268,2024-03-25 00:00:00,C11847|M0424|117.35|2024-03-25 00:00:00,2225.0,1,TXN003992,1814,1814
TXN_DUP001269,2024-04-09,C05161,24.04,Yes,M0080,Los Angeles,CA,56341,5411,,ATM,A-TXN_DUP001269,2024-04-09 00:00:00,C05161|M0080|24.04|2024-04-09 00:00:00,967.0,0,TXN_DUP001269,267,267
TXN_DUP001270,2024-01-23,C05690,110.2,No,M0446,Chicago,FL,63768,6011,,CORE,C-TXN_DUP001270,2024-01-23 00:00:00,C05690|M0446|110.2|2024-01-23 00:00:00,1056.0,1,TXN001386,686,686
TXN_DUP001271,2024-04-27,C03202,153.72,No,M0098,Phoenix,CA,80549,5732,,VISA,V-TXN_DUP001271,2024-04-27 00:00:00,C03202|M0098|153.72|2024-04-27 00:00:00,617.0,0,TXN_DUP001271,1348,1348
TXN_DUP001272,2024-12-19,C04751,50.01,Yes,M0629,Atlanta,GA,59043,5411,,CORE,C-TXN_DUP001272,2024-12-19 00:00:00,C04751|M0629|50.01|2024-12-19 00:00:00,896.0,1,TXN009042,2819,2819
TXN_DUP001273,2024-02-01,C02434,98.17,Yes,M0120,New York,NY,69703,6011,,ATM,A-TXN_DUP001273,2024-02-01 00:00:00,C02434|M0120|98.17|2024-02-01 00:00:00,476.0,1,TXN018971,1923,1923
TXN_DUP001274,2024-10-26,C00411,35.14,Yes,M0396,Houston,AZ,43448,5999,,CORE,C-TXN_DUP001274,2024-10-26 00:00:00,C00411|M0396|35.14|2024-10-26 00:00:00,73.0,1,TXN019979,2671,2671
TXN_DUP001275,2024-01-27,C11170,556.6,Yes,M0341,Houston,GA,71796,5814,,VISA,V-TXN_DUP001275,2024-01-27 00:00:00,C11170|M0341|556.6|2024-01-27 00:00:00,2100.0,1,TXN003349,2094,2094
TXN_DUP001276,2024-07-18,C04890,29.48,Yes,M0399,Houston,CA,77007,5814,,CORE,C-TXN_DUP001276,2024-07-18 00:00:00,C04890|M0399|29.48|2024-07-18 00:00:00,916.0,1,TXN013216,2127,2127
TXN_DUP001277,2024-08-07,C02800,58.45,No,M0430,Dallas,NY,50972,5814,,VISA,V-TXN_DUP001277,2024-08-07 00:00:00,C02800|M0430|58.45|2024-08-07 00:00:00,541.0,1,TXN006285,815,815
TXN_DUP001278,2024-06-28,C08288,76.83,Yes,M0168,Dallas,AZ,39263,6011,,VISA,V-TXN_DUP001278,2024-06-28 00:00:00,C08288|M0168|76.83|2024-06-28 00:00:00,1555.0,1,TXN000390,228,228
TXN_DUP001279,2024-10-19,C10453,69.24,Yes,M0631,Dallas,FL,52561,5999,,VISA,V-TXN_DUP001279,2024-10-19 00:00:00,C10453|M0631|69.24|2024-10-19 00:00:00,1956.0,0,TXN_DUP001279,1836,1836
TXN_DUP001280,2024-12-24,C04468,47.57,Yes,M0402,New York,TX,87965,6011,,VISA,V-TXN_DUP001280,2024-12-24 00:00:00,C04468|M0402|47.57|2024-12-24 00:00:00,833.0,1,TXN000276,1477,1477
TXN_DUP001281,2024-02-13,C05948,74.15,Yes,M0078,Dallas,TX,17169,5814,,CORE,C-TXN_DUP001281,2024-02-13 00:00:00,C05948|M0078|74.15|2024-02-13 00:00:00,1114.0,1,TXN012444,2597,2597
TXN_DUP001282,2024-07-15,C06950,62.16,Yes,M0298,Houston,IL,46097,5999,,VISA,V-TXN_DUP001282,2024-07-15 00:00:00,C06950|M0298|62.16|2024-07-15 00:00:00,1314.0,1,DUP-TXN015943-2,420,420
TXN_DUP001283,2024-02-16,C06622,222.87,Yes,M0596,Houston,CA,90188,5814,,ATM,A-TXN_DUP001283,2024-02-16 00:00:00,C06622|M0596|222.87|2024-02-16 00:00:00,1256.0,0,TXN_DUP001283,1415,1415
TXN_DUP001284,2024-01-14,C07587,11.86,Yes,M0117,Dallas,GA,93085,5814,,CORE,C-TXN_DUP001284,2024-01-14 00:00:00,C07587|M0117|11.86|2024-01-14 00:00:00,1420.0,1,TXN019950,2465,2465
TXN_DUP001285,2024-05-20,C01752,117.77,Yes,M0243,New York,IL,72554,6011,,VISA,V-TXN_DUP001285,2024-05-20 00:00:00,C01752|M0243|117.77|2024-05-20 00:00:00,350.0,1,TXN019766,1435,1435
TXN_DUP001286,2024-11-22,C09811,20.71,No,M0565,New York,IL,57903,5732,,VISA,V-TXN_DUP001286,2024-11-22 00:00:00,C09811|M0565|20.71|2024-11-22 00:00:00,1853.0,0,TXN_DUP001286,1775,1775
TXN_DUP001287,2024-03-24,C10200,152.24,Yes,M0320,Atlanta,IL,62734,5814,,VISA,V-TXN_DUP001287,2024-03-24 00:00:00,C10200|M0320|152.24|2024-03-24 00:00:00,1914.0,1,TXN004188,19,19
TXN_DUP001288,2024-09-26,C05398,22.16,No,M0501,New York,CA,81716,4111,,CORE,C-TXN_DUP001288,2024-09-26 00:00:00,C05398|M0501|22.16|2024-09-26 00:00:00,1004.0,1,TXN014091,839,839
TXN_DUP001289,2024-03-12,C08330,111.63,Yes,M0164,Los Angeles,GA,99889,5999,,VISA,V-TXN_DUP001289,2024-03-12 00:00:00,C08330|M0164|111.63|2024-03-12 00:00:00,1562.0,1,TXN010757,1701,1701
TXN_DUP001290,2024-05-16,C02899,123.08,Yes,M0524,Houston,NY,19617,5411,,CORE,C-TXN_DUP001290,2024-05-16 00:00:00,C02899|M0524|123.08|2024-05-16 00:00:00,556.0,1,TXN018387,703,703
TXN_DUP001291,2024-07-23,C03135,101.76,Yes,M0489,Dallas,GA,26683,4111,,ATM,A-TXN_DUP001291,2024-07-23 00:00:00,C03135|M0489|101.76|2024-07-23 00:00:00,596.0,0,TXN_DUP001291,825,825
TXN_DUP001292,2024-06-08,C00325,34.68,No,M0453,Atlanta,TX,32930,6011,,ATM,A-TXN_DUP001292,2024-06-08 00:00:00,C00325|M0453|34.68|2024-06-08 00:00:00,60.0,0,TXN_DUP001292,1812,1812
TXN_DUP001293,2024-05-17,C00426,76.27,Yes,M0659,Phoenix,IL,14531,5999,,VISA,V-TXN_DUP001293,2024-05-17 00:00:00,C00426|M0659|76.27|2024-05-17 00:00:00,79.0,1,TXN014887,1432,1432
TXN_DUP001294,2024-12-05,C09171,42.29,Yes,M0579,Houston,AZ,27269,5411,,VISA,V-TXN_DUP001294,2024-12-05 00:00:00,C09171|M0579|42.29|2024-12-05 00:00:00,1730.0,1,TXN005433,214,214
TXN_DUP001295,2024-04-15,C07393,71.16,Yes,M0697,Los Angeles,FL,54502,5411,,ATM,A-TXN_DUP001295,2024-04-15 00:00:00,C07393|M0697|71.16|2024-04-15 00:00:00,1384.0,0,TXN_DUP001295,489,489
TXN_DUP001296,2024-08-16,C06092,57.4,Yes,M0064,Phoenix,NY,73274,5411,,VISA,V-TXN_DUP001296,2024-08-16 00:00:00,C06092|M0064|57.4|2024-08-16 00:00:00,1143.0,1,TXN019513,446,446
TXN_DUP001297,2024-10-03,C04243,10.64,Yes,M0511,Dallas,NY,19788,5814,,CORE,C-TXN_DUP001297,2024-10-03 00:00:00,C04243|M0511|10.64|2024-10-03 00:00:00,798.0,1,TXN013192,1859,1859
TXN_DUP001298,2024-06-13,C10700,263.17,Yes,M0665,New York,NY,16025,5999,,VISA,V-TXN_DUP001298,2024-06-13 00:00:00,C10700|M0665|263.17|2024-06-13 00:00:00,2002.0,1,TXN009959,1483,1483
TXN_DUP001299,2024-03-22,C11124,99.01,Yes,M0068,New York,NY,57593,5814,,ATM,A-TXN_DUP001299,2024-03-22 00:00:00,C11124|M0068|99.01|2024-03-22 00:00:00,2088.0,1,TXN017349,1802,1802
TXN_DUP001300,2024-12-28,C07496,238.5,No,M0671,Atlanta,FL,98644,5411,,ATM,A-TXN_DUP001300,2024-12-28 00:00:00,C07496|M0671|238.5|2024-12-28 00:00:00,1403.0,0,TXN_DUP001300,2235,2235
TXN_DUP001301,2024-12-10,C00497,59.93,Yes,M0309,Dallas,TX,28128,5999,,CORE,C-TXN_DUP001301,2024-12-10 00:00:00,C00497|M0309|59.93|2024-12-10 00:00:00,104.0,1,TXN007542,1092,1092
TXN_DUP001302,2024-09-25,C09544,200.31,Yes,M0056,Chicago,AZ,34825,5814,,VISA,V-TXN_DUP001302,2024-09-25 00:00:00,C09544|M0056|200.31|2024-09-25 00:00:00,1802.0,0,TXN_DUP001302,585,585
TXN_DUP001303,2024-06-11,C03758,153.07,No,M0589,Los Angeles,NY,49106,5814,,CORE,C-TXN_DUP001303,2024-06-11 00:00:00,C03758|M0589|153.07|2024-06-11 00:00:00,718.0,1,TXN019464,2574,2574
TXN_DUP001304,2024-12-13,C01912,205.42,Yes,M0501,Chicago,CA,57139,5411,,ATM,A-TXN_DUP001304,2024-12-13 00:00:00,C01912|M0501|205.42|2024-12-13 00:00:00,384.0,1,TXN006668,2377,2377
TXN_DUP001305,2024-10-13,C06379,109.0,Yes,M0013,Houston,AZ,36433,5411,,VISA,V-TXN_DUP001305,2024-10-13 00:00:00,C06379|M0013|109.0|2024-10-13 00:00:00,1201.0,0,TXN_DUP001305,1905,1905
TXN_DUP001306,2024-02-09,C06152,16.06,No,M0588,Atlanta,NY,82717,5814,,ATM,A-TXN_DUP001306,2024-02-09 00:00:00,C06152|M0588|16.06|2024-02-09 00:00:00,1156.0,1,TXN002071,1735,1735
TXN_DUP001307,2024-08-17,C11190,72.01,Yes,M0676,Chicago,AZ,81224,5814,,VISA,V-TXN_DUP001307,2024-08-17 00:00:00,C11190|M0676|72.01|2024-08-17 00:00:00,2108.0,1,TXN006357,1864,1864
TXN_DUP001308,2024-10-08,C09992,46.13,Yes,M0538,Chicago,IL,17528,5814,,CORE,C-TXN_DUP001308,2024-10-08 00:00:00,C09992|M0538|46.13|2024-10-08 00:00:00,1883.0,1,TXN001764,2190,2190
TXN_DUP001309,2024-01-07,C10799,37.71,Yes,M0440,Phoenix,IL,88689,5732,,CORE,C-TXN_DUP001309,2024-01-07 00:00:00,C10799|M0440|37.71|2024-01-07 00:00:00,2017.0,1,TXN017625,898,898
TXN_DUP001310,2024-01-12,C03643,283.43,Yes,M0419,Atlanta,CA,82154,5411,,ATM,A-TXN_DUP001310,2024-01-12 00:00:00,C03643|M0419|283.43|2024-01-12 00:00:00,701.0,0,TXN_DUP001310,2189,2189
TXN_DUP001311,2024-07-18,C01720,352.58,No,M0039,Los Angeles,TX,96713,5999,,CORE,C-TXN_DUP001311,2024-07-18 00:00:00,C01720|M0039|352.58|2024-07-18 00:00:00,346.0,1,TXN000275,1953,1953
TXN_DUP001312,2024-06-25,C06253,12.13,Yes,M0464,Dallas,AZ,56056,5411,,ATM,A-TXN_DUP001312,2024-06-25 00:00:00,C06253|M0464|12.13|2024-06-25 00:00:00,1179.0,0,TXN_DUP001312,2180,2180
TXN_DUP001313,2024-12-05,C01438,179.65,Yes,M0687,Dallas,TX,97249,5411,,CORE,C-TXN_DUP001313,2024-12-05 00:00:00,C01438|M0687|179.65|2024-12-05 00:00:00,292.0,1,TXN018144,1409,1409
TXN_DUP001314,2024-05-03,C02900,35.09,Yes,M0583,New York,TX,16719,5411,,ATM,A-TXN_DUP001314,2024-05-03 00:00:00,C02900|M0583|35.09|2024-05-03 00:00:00,557.0,0,TXN_DUP001314,1200,1200
TXN_DUP001315,2024-01-20,C00495,16.64,Yes,M0679,Dallas,FL,13751,5411,,ATM,A-TXN_DUP001315,2024-01-20 00:00:00,C00495|M0679|16.64|2024-01-20 00:00:00,103.0,0,TXN_DUP001315,2513,2513
TXN_DUP001316,2024-12-25,C03206,83.34,Yes,M0115,Atlanta,CA,90337,6011,,CORE,C-TXN_DUP001316,2024-12-25 00:00:00,C03206|M0115|83.34|2024-12-25 00:00:00,619.0,1,TXN006692,1803,1803
TXN_DUP001317,2024-12-12,C10886,135.39,Yes,M0079,Los Angeles,CA,66261,5999,,CORE,C-TXN_DUP001317,2024-12-12 00:00:00,C10886|M0079|135.39|2024-12-12 00:00:00,2034.0,1,TXN010035,2944,2944
TXN_DUP001318,2024-04-26,C01080,28.52,Yes,M0195,New York,AZ,47998,5732,,CORE,C-TXN_DUP001318,2024-04-26 00:00:00,C01080|M0195|28.52|2024-04-26 00:00:00,225.0,1,TXN019039,1066,1066
TXN_DUP001319,2024-07-03,C00440,23.69,Yes,M0587,Houston,IL,31554,5411,,CORE,C-TXN_DUP001319,2024-07-03 00:00:00,C00440|M0587|23.69|2024-07-03 00:00:00,86.0,1,TXN008394,2612,2612
TXN_DUP001320,2024-08-10,C11238,73.37,No,M0609,Phoenix,AZ,86275,4111,,VISA,V-TXN_DUP001320,2024-08-10 00:00:00,C11238|M0609|73.37|2024-08-10 00:00:00,2122.0,0,TXN_DUP001320,2095,2095
