dispute_id,transaction_id,feedback,dispute_raised,dispute_resolved,status,resolution_days,reason_code_std,reason_category,status_std,unified_txn_id
DISP01677,TXN002282,Unauthorized,2024-12-03,2024-12-16,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002282
DISP01678,TXN_DUP001357,Duplicate Charge,2024-05-19,2024-06-23,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001357
DISP01679,TXN019125,Merchant Error,2024-03-03,2024-04-01,Resolved,29,OTHER,Other,CLOSED,TXN019125
DISP01680,TXN001674,Duplicate Charge,2024-12-08,2025-01-13,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN001674
DISP01681,TXN016839,Merchant Error,2024-11-11,2024-12-06,Resolved,25,OTHER,Other,CLOSED,TXN016839
DISP01682,TXN008401,Unauthorized,2024-12-03,2024-12-17,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008401
DISP01683,TXN006042,Merchant Error,2024-11-20,2024-12-18,Resolved,28,OTHER,Other,CLOSED,TXN006042
DISP01684,TXN007766,Duplicate Charge,2024-11-17,2024-12-22,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000010
DISP01685,TXN002499,Unauthorized,2024-08-09,2024-08-23,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002499
DISP01686,TXN012170,Merchant Error,2024-04-15,2024-05-05,Resolved,20,OTHER,Other,CLOSED,TXN012170
DISP01687,TXN015814,Unauthorized,2024-05-12,2024-05-24,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015814
DISP01688,TXN006503,Unauthorized,2024-11-01,2024-11-16,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006503
DISP01689,TXN018753,Merchant Error,2024-09-25,2024-10-20,Resolved,25,OTHER,Other,CLOSED,TXN018753
DISP01690,TXN017974,Unauthorized,2024-03-11,2024-03-22,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017974
DISP01691,TXN015013,Merchant Error,2024-12-19,2025-01-09,Resolved,21,OTHER,Other,CLOSED,TXN015013
DISP01692,TXN010480,Merchant Error,2024-05-07,2024-05-28,Resolved,21,OTHER,Other,CLOSED,TXN010480
DISP01693,TXN018997,Merchant Error,2024-11-14,2024-12-11,Resolved,27,OTHER,Other,CLOSED,TXN018997
DISP01694,TXN017402,Unauthorized,2024-01-19,2024-01-30,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017402
DISP01695,TXN008108,Unauthorized,2024-06-23,2024-07-13,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008108
DISP01696,TXN_DUP001251,Duplicate Charge,2024-01-14,2024-02-24,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN013078
DISP01697,TXN018474,Unauthorized,2024-02-14,2024-03-04,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018474
DISP01698,TXN004652,Unauthorized,2024-01-03,2024-01-13,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004652
DISP01699,TXN002755,Merchant Error,2024-08-02,2024-08-28,Resolved,26,OTHER,Other,CLOSED,TXN002755
DISP01700,TXN015070,Unauthorized,2024-08-14,2024-09-03,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015070
DISP01701,TXN013683,Unauthorized,2024-01-20,2024-02-07,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013683
DISP01702,TXN008733,Merchant Error,2024-11-12,2024-12-05,Resolved,23,OTHER,Other,CLOSED,ATM008733
DISP01703,TXN000274,Unauthorized,2024-12-06,2024-12-24,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000274
DISP01704,TXN014391,Merchant Error,2024-05-09,2024-06-06,Resolved,28,OTHER,Other,CLOSED,TXN014391
DISP01705,TXN018214,Unauthorized,2024-04-02,2024-04-16,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018214
DISP01706,TXN004026,Merchant Error,2024-07-14,2024-08-11,Resolved,28,OTHER,Other,CLOSED,TXN004026
DISP01707,TXN005875,Merchant Error,2024-04-23,2024-05-21,Resolved,28,OTHER,Other,CLOSED,TXN005875
DISP01708,TXN017390,Duplicate Charge,2024-08-14,2024-09-25,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN017390
DISP01709,TXN013645,Merchant Error,2024-12-12,2025-01-11,Resolved,30,OTHER,Other,CLOSED,TXN013645
DISP01710,TXN014984,Merchant Error,2024-01-27,2024-02-22,Resolved,26,OTHER,Other,CLOSED,DUP-TXN014984-1
DISP01711,TXN000221,Unauthorized,2024-11-11,2024-11-22,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000221
DISP01712,TXN013101,Unauthorized,2024-12-12,2024-12-31,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013101
DISP01713,TXN006940,Merchant Error,2024-12-21,2025-01-12,Resolved,22,OTHER,Other,CLOSED,TXN006940
DISP01714,TXN000161,Merchant Error,2024-02-23,2024-03-14,Resolved,20,OTHER,Other,CLOSED,TXN000161
DISP01715,TXN_DUP000441,Duplicate Charge,2024-03-02,2024-04-03,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN003189
DISP01716,TXN004072,Merchant Error,2024-12-09,2025-01-05,Resolved,27,OTHER,Other,CLOSED,TXN004072
DISP01717,TXN006813,Unauthorized,2024-12-08,2024-12-20,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006813
DISP01718,TXN012015,Unauthorized,2024-03-02,2024-03-21,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012015
DISP01719,TXN019842,Merchant Error,2024-12-02,2025-01-01,Resolved,30,OTHER,Other,CLOSED,TXN019842
DISP01720,TXN004976,Merchant Error,2024-08-12,2024-09-11,Resolved,30,OTHER,Other,CLOSED,TXN004976
DISP01721,TXN001316,Merchant Error,2024-12-05,2024-12-29,Resolved,24,OTHER,Other,CLOSED,TXN001316
DISP01722,TXN017113,Duplicate Charge,2024-11-17,2024-12-30,Resolved,43,DUPLICATE_CHARGE,Billing,CLOSED,TXN017113
DISP01723,TXN000867,Merchant Error,2024-12-17,2025-01-14,Resolved,28,OTHER,Other,CLOSED,TXN000867
DISP01724,TXN007843,Unauthorized,2024-12-14,2025-01-02,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007843
DISP01725,TXN016051,Merchant Error,2024-12-18,2025-01-07,Resolved,20,OTHER,Other,CLOSED,TXN016051
DISP01726,TXN016814,Unauthorized,2024-04-12,2024-04-23,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016814
DISP01727,TXN001827,Merchant Error,2024-06-07,2024-07-07,Resolved,30,OTHER,Other,CLOSED,TXN001827
DISP01728,TXN017956,Merchant Error,2024-12-24,2025-01-23,Resolved,30,OTHER,Other,CLOSED,TXN017956
DISP01729,TXN002001,Unauthorized,2024-03-05,2024-03-17,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002001
DISP01730,TXN009369,Merchant Error,2024-12-22,2025-01-15,Resolved,24,OTHER,Other,CLOSED,TXN009369
DISP01731,TXN019142,Merchant Error,2024-08-15,2024-09-12,Resolved,28,OTHER,Other,CLOSED,TXN019142
DISP01732,TXN003044,Unauthorized,2024-12-10,2024-12-23,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003044
DISP01733,TXN008465,Merchant Error,2024-07-27,2024-08-26,Resolved,30,OTHER,Other,CLOSED,TXN008465
DISP01734,TXN_DUP000605,Duplicate Charge,2024-10-19,2024-11-21,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN012167
DISP01735,TXN007700,Merchant Error,2024-12-26,2025-01-23,Resolved,28,OTHER,Other,CLOSED,TXN007700
DISP01736,TXN018751,Merchant Error,2024-07-28,2024-08-27,Resolved,30,OTHER,Other,CLOSED,TXN018751
DISP01737,TXN008955,Merchant Error,2024-05-09,2024-06-02,Resolved,24,OTHER,Other,CLOSED,TXN008955
DISP01738,TXN014899,Unauthorized,2024-11-20,2024-12-03,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014899
DISP01739,TXN013876,Merchant Error,2024-09-25,2024-10-15,Resolved,20,OTHER,Other,CLOSED,TXN013876
DISP01740,TXN012518,Unauthorized,2024-03-08,2024-03-24,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012518
DISP01741,TXN007708,Merchant Error,2024-10-07,2024-11-03,Resolved,27,OTHER,Other,CLOSED,TXN007708
DISP01742,TXN003864,Duplicate Charge,2024-04-09,2024-05-11,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN003864
DISP01743,TXN008111,Unauthorized,2024-04-11,2024-04-28,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008111
DISP01744,TXN004815,Unauthorized,2024-12-08,2024-12-22,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004815
DISP01745,TXN002956,Merchant Error,2024-08-17,2024-09-14,Resolved,28,OTHER,Other,CLOSED,TXN002956
DISP01746,TXN018253,Merchant Error,2024-04-18,2024-05-14,Resolved,26,OTHER,Other,CLOSED,TXN018253
DISP01747,TXN015401,Unauthorized,2024-12-20,2025-01-02,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015401
DISP01748,TXN011672,Merchant Error,2024-02-14,2024-03-07,Resolved,22,OTHER,Other,CLOSED,TXN011672
DISP01749,TXN007952,Merchant Error,2024-12-11,2025-01-10,Resolved,30,OTHER,Other,CLOSED,TXN007952
DISP01750,TXN000831,Unauthorized,2024-03-22,2024-04-01,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000831
DISP01751,TXN016039,Unauthorized,2024-05-13,2024-05-23,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016039
DISP01752,TXN018431,Merchant Error,2024-10-22,2024-11-14,Resolved,23,OTHER,Other,CLOSED,TXN018431
DISP01753,TXN006632,Unauthorized,2024-05-23,2024-06-10,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006632
DISP01754,TXN018748,Unauthorized,2024-12-14,2024-12-29,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018748
DISP01755,TXN005042,Merchant Error,2024-11-01,2024-11-26,Resolved,25,OTHER,Other,CLOSED,TXN005042
DISP01756,TXN014246,Merchant Error,2024-06-21,2024-07-17,Resolved,26,OTHER,Other,CLOSED,TXN014246
DISP01757,TXN003067,Merchant Error,2024-11-11,2024-12-11,Resolved,30,OTHER,Other,CLOSED,TXN003067
DISP01758,TXN016473,Duplicate Charge,2024-12-15,2025-01-25,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN016473
DISP01759,TXN008984,Duplicate Charge,2024-08-21,2024-10-01,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN008984
DISP01760,TXN015254,Merchant Error,2024-08-01,2024-08-30,Resolved,29,OTHER,Other,CLOSED,TXN015254
DISP01761,TXN006272,Merchant Error,2024-01-05,2024-01-30,Resolved,25,OTHER,Other,CLOSED,TXN006272
DISP01762,TXN011310,Merchant Error,2024-03-18,2024-04-11,Resolved,24,OTHER,Other,CLOSED,TXN011310
DISP01763,TXN000263,Merchant Error,2024-12-08,2024-12-29,Resolved,21,OTHER,Other,CLOSED,TXN000263
DISP01764,TXN017973,Unauthorized,2024-03-27,2024-04-07,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017973
DISP01765,TXN001219,Merchant Error,2024-07-07,2024-07-27,Resolved,20,OTHER,Other,CLOSED,TXN001219
DISP01766,TXN010103,Merchant Error,2024-12-24,2025-01-17,Resolved,24,OTHER,Other,CLOSED,TXN010103
DISP01767,TXN001778,Merchant Error,2024-12-17,2025-01-06,Resolved,20,OTHER,Other,CLOSED,TXN001778
DISP01768,TXN012275,Merchant Error,2024-12-27,2025-01-17,Resolved,21,OTHER,Other,CLOSED,TXN012275
DISP01769,TXN009789,Unauthorized,2024-08-24,2024-09-12,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN009789
DISP01770,TXN013042,Merchant Error,2024-12-01,2024-12-27,Resolved,26,OTHER,Other,CLOSED,TXN013042
DISP01771,TXN006224,Merchant Error,2024-03-25,2024-04-18,Resolved,24,OTHER,Other,CLOSED,TXN006224
DISP01772,TXN016106,Merchant Error,2024-03-06,2024-04-04,Resolved,29,OTHER,Other,CLOSED,TXN016106
DISP01773,TXN018604,Unauthorized,2024-06-19,2024-07-02,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018604
DISP01774,TXN011473,Merchant Error,2024-06-13,2024-07-07,Resolved,24,OTHER,Other,CLOSED,TXN011473
DISP01775,TXN000112,Unauthorized,2024-09-02,2024-09-18,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000112
DISP01776,TXN015746,Merchant Error,2024-10-20,2024-11-10,Resolved,21,OTHER,Other,CLOSED,TXN015746
DISP01777,TXN005192,Merchant Error,2024-06-10,2024-07-02,Resolved,22,OTHER,Other,CLOSED,TXN005192
DISP01778,TXN017304,Merchant Error,2024-03-18,2024-04-09,Resolved,22,OTHER,Other,CLOSED,TXN017304
DISP01779,TXN001432,Duplicate Charge,2024-02-11,2024-03-16,Resolved,34,DUPLICATE_CHARGE,Billing,CLOSED,TXN001432
DISP01780,TXN006824,Duplicate Charge,2024-01-06,2024-02-12,Resolved,37,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001603
DISP01781,TXN010769,Unauthorized,2024-05-03,2024-05-22,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010769
DISP01782,TXN014348,Unauthorized,2024-09-19,2024-10-02,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014348
DISP01783,TXN014039,Merchant Error,2024-06-08,2024-07-06,Resolved,28,OTHER,Other,CLOSED,TXN014039
DISP01784,TXN004643,Merchant Error,2024-02-16,2024-03-15,Resolved,28,OTHER,Other,CLOSED,TXN004643
DISP01785,TXN000919,Duplicate Charge,2024-12-03,2025-01-11,Resolved,39,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000788
DISP01786,TXN009297,Merchant Error,2024-01-24,2024-02-17,Resolved,24,OTHER,Other,CLOSED,TXN009297
DISP01787,TXN014839,Merchant Error,2024-04-15,2024-05-11,Resolved,26,OTHER,Other,CLOSED,TXN014839
DISP01788,TXN005220,Merchant Error,2024-12-24,2025-01-19,Resolved,26,OTHER,Other,CLOSED,TXN005220
DISP01789,TXN018672,Merchant Error,2024-07-14,2024-08-05,Resolved,22,OTHER,Other,CLOSED,TXN018672
DISP01790,TXN011530,Merchant Error,2024-02-13,2024-03-08,Resolved,24,OTHER,Other,CLOSED,TXN011530
DISP01791,TXN017879,Merchant Error,2024-01-06,2024-02-02,Resolved,27,OTHER,Other,CLOSED,TXN017879
DISP01792,TXN009833,Merchant Error,2024-10-25,2024-11-18,Resolved,24,OTHER,Other,CLOSED,TXN009833
DISP01793,TXN006779,Merchant Error,2024-09-07,2024-09-29,Resolved,22,OTHER,Other,CLOSED,TXN006779
DISP01794,TXN017174,Merchant Error,2024-03-02,2024-03-23,Resolved,21,OTHER,Other,CLOSED,TXN017174
DISP01795,TXN005861,Duplicate Charge,2024-07-24,2024-08-28,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000279
DISP01796,TXN004456,Unauthorized,2024-03-11,2024-03-23,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004456
DISP01797,TXN_DUP001375,Duplicate Charge,2024-08-04,2024-09-09,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001375
DISP01798,TXN006945,Merchant Error,2024-12-24,2025-01-23,Resolved,30,OTHER,Other,CLOSED,TXN006945
DISP01799,TXN004941,Merchant Error,2024-03-25,2024-04-16,Resolved,22,OTHER,Other,CLOSED,TXN004941
DISP01800,TXN014460,Duplicate Charge,2024-11-27,2025-01-09,Resolved,43,DUPLICATE_CHARGE,Billing,CLOSED,TXN014460
DISP01801,TXN002383,Merchant Error,2024-08-15,2024-09-07,Resolved,23,OTHER,Other,CLOSED,TXN002383
DISP01802,TXN012380,Merchant Error,2024-10-07,2024-10-29,Resolved,22,OTHER,Other,CLOSED,TXN012380
DISP01803,TXN014938,Merchant Error,2024-12-23,2025-01-21,Resolved,29,OTHER,Other,CLOSED,TXN014938
DISP01804,TXN010009,Unauthorized,2024-10-05,2024-10-17,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010009
DISP01805,TXN014007,Merchant Error,2024-07-14,2024-08-11,Resolved,28,OTHER,Other,CLOSED,TXN014007
DISP01806,TXN005285,Merchant Error,2024-04-07,2024-05-07,Resolved,30,OTHER,Other,CLOSED,TXN005285
DISP01807,TXN000806,Unauthorized,2024-12-03,2024-12-23,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000806
DISP01808,TXN019048,Unauthorized,2024-04-21,2024-05-02,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN019048
DISP01809,TXN010991,Merchant Error,2024-03-12,2024-04-06,Resolved,25,OTHER,Other,CLOSED,TXN010991
DISP01810,TXN008566,Merchant Error,2024-01-26,2024-02-24,Resolved,29,OTHER,Other,CLOSED,TXN008566
DISP01811,TXN013060,Merchant Error,2024-06-09,2024-07-02,Resolved,23,OTHER,Other,CLOSED,TXN013060
DISP01812,TXN014321,Merchant Error,2024-01-07,2024-01-31,Resolved,24,OTHER,Other,CLOSED,TXN014321
DISP01813,TXN015208,Unauthorized,2024-08-07,2024-08-20,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015208
DISP01814,TXN002204,Merchant Error,2024-09-21,2024-10-12,Resolved,21,OTHER,Other,CLOSED,TXN002204
DISP01815,TXN009056,Merchant Error,2024-03-17,2024-04-11,Resolved,25,OTHER,Other,CLOSED,TXN009056
DISP01816,TXN007815,Unauthorized,2024-04-12,2024-04-29,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007815
DISP01817,TXN_DUP001392,Duplicate Charge,2024-09-25,2024-10-25,Resolved,30,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001392
DISP01818,TXN006707,Duplicate Charge,2024-11-13,2024-12-16,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN006707
DISP01819,TXN002700,Merchant Error,2024-12-07,2025-01-01,Resolved,25,OTHER,Other,CLOSED,TXN002700
DISP01820,TXN010414,Unauthorized,2024-12-04,2024-12-17,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010414
DISP01821,TXN013355,Unauthorized,2024-12-26,2025-01-07,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013355
DISP01822,TXN011033,Merchant Error,2024-10-07,2024-10-30,Resolved,23,OTHER,Other,CLOSED,TXN011033
DISP01823,TXN_DUP000570,Duplicate Charge,2024-02-21,2024-03-28,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN006767
DISP01824,TXN016581,Unauthorized,2024-03-07,2024-03-21,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016581
DISP01825,TXN015012,Unauthorized,2024-02-14,2024-03-04,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015012
DISP01826,TXN005538,Merchant Error,2024-01-03,2024-02-01,Resolved,29,OTHER,Other,CLOSED,TXN005538
DISP01827,TXN012384,Merchant Error,2024-03-25,2024-04-21,Resolved,27,OTHER,Other,CLOSED,TXN012384
DISP01828,TXN008297,Merchant Error,2024-08-04,2024-08-29,Resolved,25,OTHER,Other,CLOSED,TXN008297
DISP01829,TXN015077,Merchant Error,2024-12-07,2025-01-03,Resolved,27,OTHER,Other,CLOSED,TXN015077
DISP01830,TXN016459,Merchant Error,2024-10-04,2024-11-03,Resolved,30,OTHER,Other,CLOSED,TXN016459
DISP01831,TXN008937,Duplicate Charge,2024-06-23,2024-07-29,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001231
DISP01832,TXN010804,Duplicate Charge,2024-01-05,2024-02-18,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN010804
DISP01833,TXN014063,Unauthorized,2024-11-26,2024-12-09,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN014063
DISP01834,TXN012985,Merchant Error,2024-12-25,2025-01-20,Resolved,26,OTHER,Other,CLOSED,TXN012985
DISP01835,TXN_DUP000822,Duplicate Charge,2024-07-08,2024-08-21,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN017732
DISP01836,TXN012443,Duplicate Charge,2024-12-02,2025-01-13,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN012443
DISP01837,TXN013840,Merchant Error,2024-03-12,2024-04-09,Resolved,28,OTHER,Other,CLOSED,TXN013840
DISP01838,TXN_DUP000411,Duplicate Charge,2024-04-28,2024-06-01,Resolved,34,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000411
DISP01839,TXN005994,Merchant Error,2024-01-15,2024-02-06,Resolved,22,OTHER,Other,CLOSED,TXN005994
DISP01840,TXN014669,Merchant Error,2024-03-14,2024-04-09,Resolved,26,OTHER,Other,CLOSED,TXN014669
DISP01841,TXN017236,Merchant Error,2024-11-08,2024-12-02,Resolved,24,OTHER,Other,CLOSED,TXN017236
DISP01842,TXN009932,Duplicate Charge,2024-10-08,2024-11-21,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001925
DISP01843,TXN015875,Merchant Error,2024-06-20,2024-07-10,Resolved,20,OTHER,Other,CLOSED,TXN015875
DISP01844,TXN017585,Merchant Error,2024-07-11,2024-08-04,Resolved,24,OTHER,Other,CLOSED,TXN017585
DISP01845,TXN_DUP000854,Duplicate Charge,2024-02-08,2024-03-16,Resolved,37,DUPLICATE_CHARGE,Billing,CLOSED,TXN011207
DISP01846,TXN007932,Merchant Error,2024-12-03,2024-12-26,Resolved,23,OTHER,Other,CLOSED,TXN007932
DISP01847,TXN011143,Merchant Error,2024-12-20,2025-01-18,Resolved,29,OTHER,Other,CLOSED,TXN011143
DISP01848,TXN005851,Unauthorized,2024-12-05,2024-12-21,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005851
DISP01849,TXN017449,Merchant Error,2024-08-13,2024-09-09,Resolved,27,OTHER,Other,CLOSED,TXN017449
DISP01850,TXN_DUP000431,Duplicate Charge,2024-03-01,2024-04-11,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN006083
DISP01851,TXN010512,Unauthorized,2024-10-12,2024-10-28,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010512
DISP01852,TXN010311,Merchant Error,2024-03-25,2024-04-22,Resolved,28,OTHER,Other,CLOSED,TXN010311
DISP01853,TXN015460,Merchant Error,2024-06-05,2024-07-02,Resolved,27,OTHER,Other,CLOSED,TXN015460
DISP01854,TXN012146,Duplicate Charge,2024-12-08,2025-01-10,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN012146
DISP01855,TXN000348,Duplicate Charge,2024-04-22,2024-05-30,Resolved,38,DUPLICATE_CHARGE,Billing,CLOSED,TXN000348
DISP01856,TXN019231,Merchant Error,2024-03-12,2024-04-01,Resolved,20,OTHER,Other,CLOSED,TXN019231
DISP01857,TXN017361,Merchant Error,2024-12-28,2025-01-26,Resolved,29,OTHER,Other,CLOSED,TXN017361
DISP01858,TXN007037,Unauthorized,2024-06-21,2024-07-05,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007037
DISP01859,TXN015801,Merchant Error,2024-01-09,2024-02-02,Resolved,24,OTHER,Other,CLOSED,TXN015801
DISP01860,TXN010318,Unauthorized,2024-03-04,2024-03-19,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN010318
DISP01861,TXN005953,Merchant Error,2024-04-10,2024-05-07,Resolved,27,OTHER,Other,CLOSED,TXN005953
DISP01862,TXN014248,Merchant Error,2024-01-22,2024-02-13,Resolved,22,OTHER,Other,CLOSED,TXN014248
DISP01863,TXN004784,Unauthorized,2024-12-08,2024-12-23,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004784
DISP01864,TXN009252,Unauthorized,2024-07-18,2024-08-04,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,DUP-TXN009252-1
DISP01865,TXN015464,Duplicate Charge,2024-03-09,2024-04-14,Resolved,36,DUPLICATE_CHARGE,Billing,CLOSED,TXN015464
DISP01866,TXN010504,Merchant Error,2024-12-25,2025-01-22,Resolved,28,OTHER,Other,CLOSED,TXN010504
DISP01867,TXN016525,Merchant Error,2024-08-06,2024-09-01,Resolved,26,OTHER,Other,CLOSED,TXN016525
DISP01868,TXN011536,Unauthorized,2024-01-16,2024-02-03,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN011536
DISP01869,TXN000766,Merchant Error,2024-03-27,2024-04-16,Resolved,20,OTHER,Other,CLOSED,TXN000766
DISP01870,TXN005795,Unauthorized,2024-03-27,2024-04-11,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005795
DISP01871,TXN017267,Merchant Error,2024-12-22,2025-01-20,Resolved,29,OTHER,Other,CLOSED,TXN017267
DISP01872,TXN007335,Merchant Error,2024-02-24,2024-03-23,Resolved,28,OTHER,Other,CLOSED,TXN007335
DISP01873,TXN010389,Merchant Error,2024-03-12,2024-04-10,Resolved,29,OTHER,Other,CLOSED,TXN010389
DISP01874,TXN008529,Merchant Error,2024-07-05,2024-08-04,Resolved,30,OTHER,Other,CLOSED,TXN008529
DISP01875,TXN004945,Merchant Error,2024-06-06,2024-07-02,Resolved,26,OTHER,Other,CLOSED,TXN004945
DISP01876,TXN_DUP000032,Duplicate Charge,2024-07-22,2024-08-24,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN013603
DISP01877,TXN004012,Merchant Error,2024-05-03,2024-05-26,Resolved,23,OTHER,Other,CLOSED,TXN004012
DISP01878,TXN003471,Merchant Error,2024-03-19,2024-04-18,Resolved,30,OTHER,Other,CLOSED,TXN003471
DISP01879,TXN008397,Unauthorized,2024-12-15,2024-12-27,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008397
DISP01880,TXN012036,Merchant Error,2024-05-02,2024-05-30,Resolved,28,OTHER,Other,CLOSED,TXN012036
DISP01881,TXN018202,Duplicate Charge,2024-03-22,2024-05-05,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN018202
DISP01882,TXN004039,Merchant Error,2024-08-23,2024-09-16,Resolved,24,OTHER,Other,CLOSED,TXN004039
DISP01883,TXN008834,Unauthorized,2024-03-04,2024-03-22,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008834
DISP01884,TXN_DUP000141,Duplicate Charge,2024-01-25,2024-02-27,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN003584
DISP01885,TXN004215,Unauthorized,2024-05-11,2024-05-31,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004215
DISP01886,TXN017607,Unauthorized,2024-06-14,2024-06-26,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017607
